"state","fips","county","latitude","longitude","I0","R0","A0","S0"
"NY",36033,"Franklin",44.594374,-74.31067,0.0135084183368642,0.00284855625390246,0.196912418920949,0.786278784514587
"NY",36035,"Fulton",43.115609,-74.423678,0.0135084183368642,0.00284855625390246,0.196912418920949,0.786278784514587
"NY",36037,"Genesee",43.00091,-78.192778,0.0135084183368642,0.00284855625390246,0.196912418920949,0.786278784514587
"NY",36039,"Greene",42.286951,-74.149495,0.0135084183368642,0.00284855625390246,0.196912418920949,0.786278784514587
"NY",36041,"Hamilton",43.657879,-74.502456,0.0135084183368642,0.00284855625390246,0.196912418920949,0.786278784514587
"NY",36043,"Herkimer",43.461635,-74.894694,0.0135084183368642,0.00284855625390246,0.196912418920949,0.786278784514587
"NY",36045,"Jefferson",43.995371,-76.053522,0.0135084183368642,0.00284855625390246,0.196912418920949,0.786278784514587
"NY",36047,"Kings [10]",40.635133,-73.950777,0.0135084183368642,0.00284855625390246,0.196912418920949,0.786278784514587
"NY",36049,"Lewis",43.786397,-75.442617,0.0135084183368642,0.00284855625390246,0.196912418920949,0.786278784514587
"NY",36051,"Livingston",42.727485,-77.76978,0.0135084183368642,0.00284855625390246,0.196912418920949,0.786278784514587
"NY",36053,"Madison",42.910026,-75.663575,0.0135084183368642,0.00284855625390246,0.196912418920949,0.786278784514587
"NY",36055,"Monroe",43.464475,-77.664656,0.0135084183368642,0.00284855625390246,0.196912418920949,0.786278784514587
"NY",36057,"Montgomery",42.900891,-74.435358,0.0135084183368642,0.00284855625390246,0.196912418920949,0.786278784514587
"NY",36059,"Nassau",40.729687,-73.589384,0.0135084183368642,0.00284855625390246,0.196912418920949,0.786278784514587
"NY",36061,"New York [10]",40.776557,-73.970174,0.0135084183368642,0.00284855625390246,0.196912418920949,0.786278784514587
"NY",36063,"Niagara",43.456731,-78.792143,0.0135084183368642,0.00284855625390246,0.196912418920949,0.786278784514587
"NY",36065,"Oneida",43.242727,-75.434282,0.0135084183368642,0.00284855625390246,0.196912418920949,0.786278784514587
"NY",36067,"Onondaga",43.00653,-76.196117,0.0135084183368642,0.00284855625390246,0.196912418920949,0.786278784514587
"NY",36069,"Ontario",42.856695,-77.303277,0.0135084183368642,0.00284855625390246,0.196912418920949,0.786278784514587
"NY",36071,"Orange",41.40241,-74.306252,0.0135084183368642,0.00284855625390246,0.196912418920949,0.786278784514587
"NY",36073,"Orleans",43.502287,-78.229726,0.0135084183368642,0.00284855625390246,0.196912418920949,0.786278784514587
"NY",36075,"Oswego",43.461443,-76.209258,0.0135084183368642,0.00284855625390246,0.196912418920949,0.786278784514587
